128up	99.0759954582827	113.166666666667
14-3-3epsilon	528.920820119285	598.966666666667
140up	17.5175861033893	18.43
18w	3.08654059486055	3.52
26-29-p	484.612975216319	803.7
312	14.8388864962218	10
4EHP	34.2716938778174	39.9033333333333
5-HT2	0.388264620283727	0.0766666666666667
5-HT7	0.0946191091447738	0.0333333333333333
5.8SrRNA:CR40454	0	0
5PtaseI	13.33476893361	12.1833333333333
5SrRNA-Psi:CR33356	0	0
5SrRNA-Psi:CR33363	0	0
5SrRNA-Psi:CR33371	0	0
5SrRNA-Psi:CR33416	0	0
5SrRNA:CR33353	0	0
5SrRNA:CR33354	0	0
5SrRNA:CR33355	0	0
5SrRNA:CR33357	0	0
5SrRNA:CR33358	0	0
5SrRNA:CR33359	0	0
5SrRNA:CR33360	0	0
5SrRNA:CR33361	0	0
5SrRNA:CR33362	0	0
5SrRNA:CR33364	0	0
5SrRNA:CR33365	0	0
5SrRNA:CR33366	0	0
5SrRNA:CR33367	0	0
5SrRNA:CR33368	0	0
5SrRNA:CR33369	0	0
5SrRNA:CR33370	0	0
5SrRNA:CR33372	0	0
5SrRNA:CR33373	0	0
5SrRNA:CR33374	0	0
5SrRNA:CR33375	0	0
5SrRNA:CR33376	0	0
5SrRNA:CR33377	0	0
5SrRNA:CR33378	0	0
5SrRNA:CR33379	0	0
5SrRNA:CR33380	0	0
5SrRNA:CR33381	0	0
5SrRNA:CR33382	0	0
5SrRNA:CR33383	0	0
5SrRNA:CR33384	0	0
5SrRNA:CR33385	0	0
5SrRNA:CR33386	0	0
5SrRNA:CR33387	0	0
5SrRNA:CR33388	0	0
5SrRNA:CR33389	0	0
5SrRNA:CR33390	0	0
5SrRNA:CR33391	0	0
5SrRNA:CR33392	0	0
5SrRNA:CR33393	0	0
5SrRNA:CR33394	0	0
5SrRNA:CR33395	0	0
5SrRNA:CR33396	0	0
5SrRNA:CR33397	0	0
5SrRNA:CR33398	0	0
5SrRNA:CR33399	0	0
5SrRNA:CR33400	0	0
5SrRNA:CR33401	0	0
5SrRNA:CR33402	0	0
5SrRNA:CR33403	0	0
5SrRNA:CR33404	0	0
5SrRNA:CR33405	0	0
5SrRNA:CR33406	0	0
5SrRNA:CR33407	0	0
5SrRNA:CR33408	0	0
5SrRNA:CR33409	0	0
5SrRNA:CR33410	0	0
5SrRNA:CR33411	0	0
5SrRNA:CR33412	0	0
5SrRNA:CR33413	0	0
5SrRNA:CR33414	0	0
5SrRNA:CR33415	0	0
5SrRNA:CR33417	0	0
5SrRNA:CR33418	0	0
5SrRNA:CR33419	0	0
5SrRNA:CR33420	0	0
5SrRNA:CR33421	0	0
5SrRNA:CR33422	0	0
5SrRNA:CR33423	0	0
5SrRNA:CR33424	0	0
5SrRNA:CR33425	0	0
5SrRNA:CR33426	0	0
5SrRNA:CR33427	0	0
5SrRNA:CR33428	0	0
5SrRNA:CR33429	0	0
5SrRNA:CR33430	0	0
5SrRNA:CR33431	0	0
5SrRNA:CR33432	0	0
5SrRNA:CR33433	0	0
5SrRNA:CR33434	0	0
5SrRNA:CR33435	0	0
5SrRNA:CR33436	0	0
5SrRNA:CR33437	0	0
5SrRNA:CR33438	0	0
5SrRNA:CR33439	0	0
5SrRNA:CR33440	0	0
5SrRNA:CR33441	0	0
5SrRNA:CR33442	0	0
5SrRNA:CR33443	0	0
5SrRNA:CR33444	0	0
5SrRNA:CR33445	0	0
5SrRNA:CR33446	0	0
5SrRNA:CR33447	0	0
5SrRNA:CR33448	0	0
5SrRNA:CR33449	0	0
5SrRNA:CR33450	0	0
5SrRNA:CR33451	0	0
5SrRNA:CR33452	0	0
7B2	0.303433694843585	0.0633333333333333
7SLRNA	0	0
825-Oak	0	0
A16	38.7677329261449	33.0233333333333
A3-3	6.81583858632525	1.02333333333333
ACXA	0.00326272790154392	0
ACXB	0.00326272790154392	0
ACXD	1.46822755569477	0.376666666666667
ACXE	0	0
AGO2	38.0695091552145	51.6566666666667
ALiX	38.2456964618979	39.2266666666667
AP-1gamma	28.6108609686387	28.5566666666667
AP-1sigma	62.4355611239445	72.83
AP-2sigma	72.2628975633948	68.27
AP-47	47.1072654424912	47.4533333333333
AP-50	35.7399214335121	38.3733333333333
APC4	15.5893139135769	14.0733333333333
AQP	2.30348589849001	0.203333333333333
AR-2	3.68361980084309	0.303333333333333
ARP-like	85.6205055923156	87.68
ARY	0	0
ATP7	10.8518330005351	10.0366666666667
ATPCL	29.9453166803701	39.74
ATPsyn-Cf6	296.777729924435	313
ATPsyn-b	245.194001801026	269.8
ATPsyn-beta	552.216697336309	1087
ATPsyn-d	238.929564230061	243
ATPsyn-gamma	259.876277357973	301.733333333333
ATbp	6.78647403521136	6.18333333333333
